col0,col1,col2,col3
Tesla,Nikola Tesla,"Tesla, Inc",Tesla Powerwall
Amazon,Amazon,"AMAZON.COM, INC.",Amazon S3
Corning Inc.,Corning,Corning Glass Works,networking hardware
S.P. Korolev Rocket and Space Corporation Energia,Sergei Korolev,S.P. Korolev Rocket and Space Corporation Energia,manned spacecraft
Amazon,Amazon,"AMAZON.COM, INC.",Amazon Video
Tesla,Nikola Tesla,"Tesla, Inc",Tesla Model S
S.P. Korolev Rocket and Space Corporation Energia,Sergei Korolev,S.P. Korolev Rocket and Space Corporation Energia,space tug
Boeing,William Boeing,THE BOEING COMPANY,P-8 Poseidon
Apple Inc.,apple,Apple Inc.,iPhone
Amazon,Amazon,"AMAZON.COM, INC.",Alexa Internet
HSBC Holdings,The Hongkong and Shanghai Banking Corporation,HSBC Holdings plc,commercial bank
CAPSA Food,Torre Santa,CAPSA Food,dairy product
Boeing,William Boeing,THE BOEING COMPANY,C-17 Globemaster III
Tesla,Nikola Tesla,"Tesla, Inc",Tesla Roadster (2008)
