col0,col1,col2,col3,col4,col5
Carreño,Corvera de Asturias,4429,Cantabrian Sea,UTC+01:00,10337
Castrillón,Corvera de Asturias,9611,Cantabrian Sea,UTC+01:00,22376
Gijón,Corvera de Asturias,122519,Cantabrian Sea,UTC+01:00,271780
Castropol,Boal,1322,Cantabrian Sea,UTC+01:00,3402
Villaviciosa,Colunga,6222,Cantabrian Sea,UTC+01:00,14439
Castrillón,Soto del Barco,9611,Cantabrian Sea,UTC+01:00,22376
Castropol,Vilanova d'Ozcos,1322,Cantabrian Sea,UTC+01:00,3402
Ribadesella,Cangues d'Onís,2697,Cantabrian Sea,UTC+01:00,5746
Llanes,Cabrales,5687,Cantabrian Sea,UTC+01:00,13568
Gozón,Avilés,4264,Cantabrian Sea,UTC+01:00,10333
Castrillón,Avilés,9611,Cantabrian Sea,UTC+01:00,22376
