col0,col1,col2,col3,col4
United States Customhouse,place listed on the National Register of Historic Places,United States of America,Portland,Pearl District
Parliament House,listed on the Tasmanian Heritage Register,Australia,Tasmania,Hobart
"Dorpsstraat 10, Orvelte",Rijksmonument,Netherlands,Midden-Drenthe,Orvelte
"Stichts End 4, Ankeveen",Rijksmonument,Netherlands,Wijdemeren,Ankeveen
Alfândega Nova,Pending classification monument,Portugal,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Miragaia
Tolhuis,Rijksmonument,Netherlands,De Bilt,Bilthoven
Dalarö custom house,governmental listed building complex,Sweden,Haninge Municipality,Dalarö
Geelong Customs House,listed on the Victorian Heritage Register,Australia,Victoria,Geelong
Korendragershuisje,Rijksmonument,Netherlands,Franekeradeel,Franeker
"Customs House, Sydney",Heritage Act - State Heritage Register,Australia,New South Wales,Sydney
"Koningin Julianaweg 2, Heerenveen",Rijksmonument,Netherlands,Heerenveen,Heerenveen
"Mandvi or Custom House, Champaner",Monument of National Importance,India,Halol Taluka,Champaner
Wahgunyah Customs House,listed on the Victorian Heritage Register,Australia,Victoria,Wahgunyah
Staroměstská celnice,cultural monument of the Czech Republic,Czech Republic,Old Town,Křižovnické náměstí
Edifício da Antiga Alfândega,heritage without legal protection,Portugal,Faro (Sé e São Pedro),São Pedro
Portland Customs House,listed on the Victorian Heritage Register,Australia,Victoria,Portland
Williamstown Customs House,listed on the Victorian Heritage Register,Australia,Victoria,Williamstown
Echuca Customs House,listed on the Victorian Heritage Register,Australia,Victoria,Echuca
