col0,col1,col2
Alseda parish,2732,Diocese of Växjö
Almundsryd parish,1695,Diocese of Växjö
Almesåkra parish,158,Diocese of Växjö
Algutsrum parish,1250,Diocese of Växjö
Algutsboda parish,1187,Diocese of Växjö
Agunnaryd parish,484,Diocese of Växjö
Skatelöv parish,1307,Diocese of Växjö
"Alva, Hemse och Rone parish",1856,Diocese of Visby
Akebäcks parish,58,Diocese of Visby
Arbrå-Undersviks parish,3305,Archdiocese of Uppsala
Alunda parish,3024,Archdiocese of Uppsala
Alsike parish,2662,Archdiocese of Uppsala
Almunge parish,2135,Archdiocese of Uppsala
Alfta-Ovanåkers parish,9157,Archdiocese of Uppsala
Gottröra parish,546,Archdiocese of Uppsala
Sigtuna church parish,6989,Archdiocese of Uppsala
Tensta parish,1380,Archdiocese of Uppsala
Närtuna parish,466,Archdiocese of Uppsala
Almby parish,12177,Diocese of Strängnäs
Adolfsberg parish,5692,Diocese of Strängnäs
