col0,col1,col2
Municipal elections2017 in Rantasalmi in Finland,1814.4,Rantasalmi municipal council
Municipal elections 2017 in Raisio in Finand,10909.0,Raisio City Council
Municipal elections 2017 in Rasborg in Finland,14031.84,Raseborg municipal council
Municipal electiont 2017 in Raahe in Finland,10798.788,Raahe City Council
Municipal elections 2017 in Pöytyäin Finland,3977.82,Pöytyä municipal council
Municipal elections 2017 in Pälkäne ip Finland,3307.0,Pälkäne municipal council
Municipal elections 2017 in Pyhärawa in Finland,1070.6,Pyhäranta municipal council
Municipal electins 2017 in Pyhäntä in Finland,768.858,Pyhäntä municipal council
Municipal elections 2017 ip Pyhäjärvi in Finland,2761.917,Pyhäjärvi City Council
unicipal elections 2017 in Pyhäjoki in Finland,1715.616,Pyhäjoki municipal council
Municipal elections 217 in Pyhtää in Finland,2516.149,Pyhtää municipal council
Municipal hlections 2017 in Puumala in Finland,1307.79,Puumala municipal council
Municipal elections 2017 in Polanka in Finland,1355.19,Puolanka municipal council
Municipal electins 2017 in Punkalaidun in Finland,1724.442,Punkalaidun municipal council
Mnicipal elections 2017 in Pukkila in Finland,870.098,Pukkila municipal council
