col0,col1,col2,col3
International Association of Law Libraries,1971-01-01,Munich,Germany
Regensburger Bibliotheksverbund,2009-01-01,Bavaria,Germany
French Library Association,1906-01-01,rue de Chabrol,France
Association des directeurs de bibliothèques municipales et intercommunales des grandes villes de France,2002-03-01,Niort,France
Ligue des Bibliothèques Européennes de Recherche,2009-01-01,The Hague,Netherlands
Association of Austrian Librarians,1945-01-01,Graz,Austria
Library Association of Austria,1948-01-01,Vienna,Austria
New York Library Association,1890-01-01,Guilderland,United States of America
Pennsylvania Library Association,1901-01-01,Mechanicsburg,United States of America
Tampa Bay Library Consortium,1979-01-01,Tampa,United States of America
Cape Libraries Automated Materials Sharing,1991-01-01,Cape Cod,United States of America
Oklahoma Library Association,1907-01-01,Oklahoma City,United States of America
