col0,col1,col2
Convent of Saint Francis,Roman Catholic Archdiocese of L'Aquila,Italian national heritage
Igreja e Convento de São Raimundo,Roman Catholic Archdiocese of São Salvador da Bahia,Heritage of Portuguese Influence
Convent of Saint Francis,Roman Catholic Diocese of Sulmona-Valva,Italian national heritage
Church and Convent of Saint Francis,Roman Catholic Diocese of Sulmona-Valva,Italian national heritage
Church and Convent of Saint Francis,Roman Catholic Diocese of Avezzano,Italian national heritage
Couvent des Augustins de Cosne-Cours-sur-Loire,Roman Catholic Diocese of Nevers,registered historic monument
Couvent des Bénédictines de Lassay-les-Châteaux,Roman Catholic Diocese of Laval,registered historic monument
Couvent des Bénédictines de Vimoutiers,Roman Catholic Diocese of Séez,registered historic monument
Monasterio de las trinitarias de El Toboso,Roman Catholic Archdiocese of Toledo,Bien de Interés Cultural
Templo y exconvento de San Francisco,Roman Catholic Diocese of Tula,UNESCO World Heritage Site
"Convent of Santo Domingo, Cusco",Roman Catholic Archdiocese of Cuzco,cultural heritage of Peru
Convent of St. Mariestern,Roman Catholic Diocese of Dresden-Meissen,Kulturdenkmal
Couvent Notre-Dame des Ardilliers,Roman Catholic Diocese of Angers,monument historique classé
Sainte Marie de La Tourette,Roman Catholic Diocese of Saint-Étienne,« Patrimoine du XXe siècle » label
Valbuena Abbey,Roman Catholic Archdiocese of Valladolid,Bien de Interés Cultural
Rioseco Abbey,Roman Catholic Archdiocese of Burgos,Bien de Interés Cultural
Abbey of Santa María la Real de Las Huelgas,Roman Catholic Archdiocese of Burgos,Bien de Interés Cultural
Moreruela Abbey,Roman Catholic Diocese of Zamora in Spain,Bien de Interés Cultural
