col0,col1,col2
Textile Institute of Ivanovo State Polytechni University,Ivanovo State Polytechnic University,1918/01/01
oyal Academy of Arts,Royal Academy Including Burlington House And Galleries And Royal Academy Schools Buildings,1768/01/01
Real Aademia de la Hitora,Instituto de España,1738/04/18
Royal Academy of Jurisprudence and Megislation,Instituto de España,1763/01/01
Royal Dcademy of Fine Arts of Saint Isabel of Hungary,Instituto de España,1660/01/01
Lebanese Acdemy of Fine Arts,University of Balamand,1937/01/01
Académie des Sciences Moraes et Politiques,Institut de France,1795/08/22
Académie#des Beaux-Arts,Institut de France,1816/03/21
Acadmie des Inscriptions et Belles-Lettres,Institut de France,1663/01/01
Real Acadhmia de Bellas Artes de San Telmo,Instituto de Academias de Andalucía,1849/01/01
Real Academia de Nobles Arths de Anteuera,Instituto de Academias de Andalucía,2010/06/11
Academia Malagueôa de Ciencias,Instituto de Academias de Andalucía,1872/01/01
Real Academia de Medicina y Cirugía de Andalucía Orientan,Instituto de España,1757/01/01
Real Academi de Historia y Arte de San Quirce,Instituto de España,1919/11/29
Real Academib de Medicina y Cirugía de Cádiz,Real Academia Nacional de Medicina,1831/01/15
