col0,col1,col2,col3
Trefor-Blue Water 2015,2015-01-01,Trefor-Blue Water,Virtu Pro-Veloconcept 2016
Synergy Baku Project 2015,2015-01-01,Synergy Baku Project,Synergy Baku Project 2016
Joker 2015,2015-01-01,Joker,Joker Byggtorget 2016
Coop-Øster Hus 2015,2015-01-01,Coop-Øster Hus,Coop-Øster Hus 2016
Tirol 2015,2015-01-01,Tirol,Tirol 2016
Ecuador 2015,2015-01-01,Ecuador,Ecuador 2016
Cycling Academy 2015,2015-01-01,Cycling Academy,Cycling Academy 2016
Burgos BH 2015,2015-01-01,Burgos BH,Burgos BH 2016
Lokosphinx 2015,2015-01-01,Lokosphinx,Lokosphinx 2016
Axeon 2015,2015-01-01,Axeon,Axeon-Hagens Berman 2016
Telenet-Fidea 2015,2015-01-01,Telenet-Fidea,Telenet-Fidea 2016
Superano Ham-Isorex 2015,2015-01-01,Colba-Superano Ham,Superano Ham-Isorex 2016
Sunweb-Napoleon Games 2015,2015-01-01,Sunweb-Napoleon Games,Marlux-Napoleon Games 2016
ERA Real Estate-Murprotec 2015,2015-01-01,Corendon-Kwadro,ERA Real Estate-Circus 2016
BKCP-Corendon 2015,2015-01-01,BKCP-Powerplus,Beobank-Corendon 2016
AWT-Greenway 2015,2015-01-01,AWT-Greenway,Klein Constantia 2016
UnitedHealthcare 2015,2015-01-01,UnitedHealthcare,UnitedHealthcare 2016
Southeast 2015,2015-01-01,Southeast,2016 Wilier Triestina-Southeast
RusVelo 2015,2015-01-01,RusVelo,Gazprom-RusVelo 2016
ONE 2015,2015-01-01,ONE,ONE 2016
