col0,col1,col2,col3
Sheffield United F.C.,Red and White Wizards,Abdullah bin Musa'ed bin Abdulaziz Al Saud,association football
Blackburn Rovers F.C.,The Blue and Whites,V H Group,association football
Sheffield United F.C.,Red and White Wizards,Kevin McCabe,association football
Fulham F.C.,The Cottagers,Shahid Khan,association football
Wigan Athletic F.C.,The Latics,Dave Whelan,association football
Charlton Athletic F.C.,Red Robins,Roland Duchâtelet,association football
Everton F.C.,The Toffees,Farhad Moshiri,association football
Queens Park Rangers F.C.,The Rs,Tony Fernandes,association football
Stoke City F.C.,The Potters,bet365,association football
Charlton Athletic F.C.,The Valiants,Roland Duchâtelet,association football
Blackpool F.C.,The 'Pool,Owen Oyston,association football
Sheffield United F.C.,The Pigs,Kevin McCabe,association football
Exeter City F.C.,The Grecians,Exeter City Supporters' Trust,association football
