col0,col1,col2
Roman Catholic Territorial Prelature of Chuquibamba,22151,126000
Roman Catholic Territorial Prelature of Aiquile,23325,382859
Roman Catholic Territorial Prelature of Esquel,78074,68700
Roman Catholic Territorial Prelature of Juli,9919,189819
Roman Catholic Diocese of Cametá,48309,558000
Roman Catholic Territorial Prelature of Pompei,12,26000
Roman Catholic Territorial Prelature of Mixes,10000,163168
Roman Catholic Territorial Prelature of El Salto,36000,408262
Roman Catholic Territorial Prelature of Bocas del Toro,8115,172694
Roman Catholic Territorial Prelature of Chuquibambilla,7724,104000
Roman Catholic Territorial Prelature of Chota,6823,320000
