col0,col1,col2
Soul-Junk,experimental music,Soul-Junk
Skyhooks,glam rock,Skyhooks
Pure Energy,rhythm and blues,Pure Energy
Oh Darling,pop music,Oh Darling
Jason Crest,psychedelic rock,Jason Crest
Meet Me in St. Louis,post-hardcore,Meet Me in St. Louis
Memento,hard rock,Memento
Matt Finish,rock music,Matt Finish
Mary Jane Kelly,punk rock,Mary Jane Kelly
Peace of Mind,rap rock,Peace of Mind
Parmalee,country music,Parmalee
Kracker,rock music,Kracker
Ritmo Peligroso,punk rock,Dangerous Rhythm
Ice Nine Kills,metalcore,Ice Nine Kills
Loveless,indie rock,Loveless
