col0,col1,col2,col3
cour du Marché-Saint-Antoine,5.0,12th arrondissement of Paris,Rue de Charenton
cour du Liégat,6.6,13th arrondissement of Paris,rue du Chevaleret
cour d'Alsace-Lorraine,4.0,12th arrondissement of Paris,rue de Reuilly
cour de l'Industrie,10.0,11th arrondissement of Paris,rue de Montreuil
cour du Panier-Fleuri,2.65,11th arrondissement of Paris,rue de Charonne
cour Saint-Joseph,3.2,11th arrondissement of Paris,rue de Charonne
cour Jacques-Viguès,3.5,11th arrondissement of Paris,rue de Charonne
cour Delépine,4.0,11th arrondissement of Paris,rue de Charonne
cour de la Métairie,3.5,20th arrondissement of Paris,rue de Belleville
cour Lesage,3.8,20th arrondissement of Paris,rue de Belleville
cour du Coq,2.9,11th arrondissement of Paris,rue Saint-Sabin
cour du Chêne-Vert,6.0,12th arrondissement of Paris,rue Saint-Nicolas
