col0,col1,col2
Team Jumbo-Visma,1984-01-01,Rabobank 2007
Movistar Team,1980-01-01,2012 Movistar Team season
Tinkoff,1998-01-01,Saxo Bank 2009
EF Pro Cycling,2005-01-01,Garmin-Cervélo 2011
Cannondale Pro Cycling Team,2005-01-01,Liquigas 2007
Groupama-FDJ,1997-01-01,FDJ 2011
CCC Team,2007-01-01,BMC Racing 2010
UAE Team Emirates,1990-01-01,UAE-Team Emirates 2019
Mitchelton-Scott,2012-01-01,Orica-GreenEDGE 2012
Team Sunweb,2005-01-01,Skil-Shimano 2011
HTC-Highroad,2008-01-01,HTC-Columbia 2010
Direct Énergie,2000-01-01,2010 Bbox Bouygues Telecom season
Team Ineos,2010-01-01,Sky 2011
Lotto-Soudal,1985-01-01,Lotto-Domo 2003
