col0,col1,col2
Liberal Democratic Centre,liberalism,Madrid
Workers Revolutionary Party - Revolutionary Left,communism,Madrid
Internationalist Struggle,Marxism,Barcelona
Vox,Anti-Catalanism,street of Nicasio Gallego
The Eco-pacifist Greens,pacifism,Benidorm
Iniciativa Popular Ubetense,localism,Úbeda
Majorera Assembly,Canarian nationalism,Fuerteventura
Leonese Autonomist Party–Leonesist Unity,Leonese regionalism,León
People's Party of the Canary Islands,centre-right,Las Palmas de Gran Canaria
Galician Workers Front,left-wing,Vigo
Unitarian Candidacy of Workers,anarchist communism,Seville
Nationalist Party of Castile and León,centrism,Valladolid
Spanish Catholic Movement,anti-communism,Madrid
Democratic Reform,right-wing,Madrid
Spanish Democratic Party,conservatism,Madrid
Falange Española de las JONS,fascism,Madrid
Communist Party of Spain (Marxist–Leninist),communism,Madrid
Partido Socialista de los Trabajadores (Spain),communism,Madrid
