col0,col1,col2
Hungarian Central Statistical Office,Budapest,Hungarian
Statistics Denmark,Copenhagen,Danish
Institute of Statistics,Tirana,Albanian
National Bureau of Statistics,Chișinău,Romanian
National Bureau of Statistics of China,Xicheng District,Chinese
Federal State Statistics Service,Moscow,Russian
Croatian Bureau of Statistics,Zagreb,Croatian
Uganda Bureau of Statistics,Nakasero,English
Central Bureau of Statistics,Oranjestad,English
Office for National Statistics,Newport,English
Central Statistics Office,Cork,English
Central Statistical Agency,Addis Ababa,English
