col0,col1,col2
The Chequers Inn,Grade II listed building,accommodation
The New Inn,Grade II listed building,accommodation
The Orange Tree,Grade II listed building,accommodation
Blacksmith's Arms Inn,Grade II listed building,accommodation
Board Inn,Grade II listed building,accommodation
The Moors Inn,Grade II listed building,accommodation
The Greyhound Inn,Grade II listed building,accommodation
The New Inn,Grade II listed building,accommodation
The Pelican Inn,Grade II listed building,accommodation
Crown Inn,Grade II listed building,parking lot
The George Inn,Grade II listed building,parking lot
The Globe Inn,Grade II listed building,function hall
Rock Inn And Former Stables,Grade II listed building,karaoke box
Royal Oak Inn,Grade II listed building,karaoke box
