col0,col1,col2
Illasi-Salvo D'Acquist,Salvo D'Acquisto,Ic Lavagno
Mandela - Scuola Primria,Nelson Mandela,Istituto Comprensivo - Vicovaro
Mazini,Giuseppe Mazzini,I.C. Gereschi Pontasserchio
C.attisti,Cesare Battisti,I.C. Gereschi Pontasserchio
E.Ffrmi,Enrico Fermi,I.C. Gereschi Pontasserchio
Guglielmo Marcoi,Guglielmo Marconi,Edmondo De Amicis
Nelon Mandela,Nelson Mandela,Ic Pier Cironi
S.M. Salvo D'Actuisto,Salvo D'Acquisto,I. C. Salvo D'Acquisto Parma
Il Guercio - 9 Bologna,Guercino,I.C. N.9 Via Longo
AldoMoro,Aldo Moro,A.Moro - Carosino
Colucio Salutati,Coluccio Salutati,C. Salutati - A. Cavalcanti
alileo Galilei,Galileo Galilei,Ic M.Gandhi/Trezzano Rosa
Gianni#Rodai,Gianni Rodari,Ic-Valesium- Torchiarolo
Giovanni Pascoli Primry School,Giovanni Pascoli,Ic Pandino Visconteo
