col0,col1,col2,col3,col4
Rivers Angels F.C.,Port Harcourt,1986-01-01,Nigeria,Nigeria Women Premier League
Djurgårdens IF Dam,Stockholm,2003-01-01,Sweden,Elitettan
Kolbotn Fotball,Sofiemyr,1916-01-01,Norway,Toppserien
Spartans W.F.C.,Edinburgh,1985-01-01,United Kingdom,Scottish Women's Premier League
Celtic L.F.C.,Glasgow,2007-01-01,United Kingdom,Scottish Women's Premier League
Glasgow City F.C.,Glasgow,1998-01-01,United Kingdom,Scottish Women's Premier League
Nippon TV Beleza,Chōfu,1981-01-01,Japan,L.League
INAC Kobe Leonessa,Kōbe,2001-01-01,Japan,L.League
Åland United,Lemland,2009-01-01,Finland,Naisten Liiga
FC Gold Pride,Santa Clara,2008-01-01,United States of America,Women's Professional Soccer
magicJack intalae,Boca Raton,2001-01-01,United States of America,Women's Professional Soccer
Atlanta Beat,Atlanta,2010-01-01,United States of America,Women's Professional Soccer
