col0,col1,col2
Biblioteca Municipal Domingo Espax,2019-02-09,Aitona
Maria Aurèlia Capmany Library,1993-01-01,Sant Boi de Llobregat
Biblioteca Can Rajoler,1997-01-01,Parets del Vallès
Biblioteca Central de Cerdanyola,2015-03-28,Cerdanyola del Vallès
Biblioteca Enric Miralles,2007-03-24,Palafolls
Xavier Benguerel Library,1995-01-01,Barcelona
Biblioteca pública municipal de Las Cabañuelas,1991-01-01,Vícar
Biblioteca Pública Municipal de Gádor,1988-01-01,Gádor
Biblioteca Pública Municipal de Roquetas de Mar,1989-01-01,Roquetas de Mar
"Biblioteca Pública Municipal Cardenal Cisneros, Alcalá de Henares",1963-01-01,Alcalá de Henares
Lope de Vega Public Library,1987-01-01,Tres Cantos
"Biblioteca popular ""Torras i Bages""",1934-08-31,Vilafranca del Penedès
Cercle Solleric,1899-03-25,Sóller
Leeds Central Library,1878-10-14,Leeds
"Biblioteca ""Fernando de Loaces""",1863-01-01,Orihuela
"Centre de Lectura (Reus, Spain)",1859-01-01,Reus
Library of the Monastery of El Escorial,1565-01-01,San Lorenzo de El Escorial
"Dr. Martin Luther King, Jr. Library",2003-01-01,Santa Clara County
Visalia Branch Library,1936-01-01,Tulare County
Belvedere-Tiburon Library,1929-01-01,Marin County
Biblioteca de Montserrat,1100-01-01,Monistrol de Montserrat
Biblioteca Central d'Igualada,1999-05-14,Igualada
Biblioteca Pública del Estado en Zamora,1846-01-01,Zamora
Biblioteca de la Academia de Artillería,1764-05-16,Segovia
Jordi Rubió i Balaguer Library,2005-05-22,Sant Boi de Llobregat
Joan Oliva i Milà Library,1995-03-23,Vilanova i la Geltrú
Biblioteca Museu Víctor Balaguer,1884-10-26,Vilanova i la Geltrú
Biblioteca Municipal de Santa Cruz de Tenerife,1888-01-01,Santa Cruz de Tenerife
Biblioteca Pública de Toledo,1943-01-01,Oviedo
Biblioteca Ánxel Casal,1955-01-01,Santiago de Compostela
Borja library,1864-01-01,Sant Cugat del Vallès
Palafrugell Library,1938-01-01,Palafrugell
Biblioteca Municipal Pere Caner,2007-01-01,Calonge i Sant Antoni
Biblioteca Iu Bohigas,1954-01-01,Salt
Biblioteca Pública del Estado en Gijón,1947-01-01,Gijón
Biblioteca y casa-museo de Menéndez Pelayo,1923-01-01,Santander
Central Library of Cantabria,1844-01-01,Santander
