col0,col1,col2,col3,col4
Dimension Data-Qhubeka 2017,road bicycle racing,cycling team season,NTT Continental Cycling Team,Carol Austin
Kuwait-Cartucho.es 2017,road bicycle racing,cycling team season,Kuwait-Cartucho.es,Othman Almutairi
Team Wiggins 2017,road bicycle racing,cycling team season,Wiggins,Andrew McQuaid
SEG Racing Academy 2017,road bicycle racing,cycling team season,SEG Racing Academy,Bart van Haaren
Lotto-Kern-Haus 2017,road bicycle racing,cycling team season,Lotto-Kern-Haus,Florian Monreal
Dare Viator Partizan 2017,road bicycle racing,cycling team season,Dare Gaviota,Dubravka Banovic
Municipalidad de Rawson-Somos Todos 2017,road bicycle racing,cycling team season,Municipalidad de Rawson-Somos Todos,Mario Orlando Ramirez
Municipalidad de Pocito 2017,road bicycle racing,cycling team season,Municipalidad de Pocito,Horacio Ariel Pelaitay
Nice 2017,road bicycle racing,cycling team season,Nice,Fahad Alshammari
Asociación Civil Mardan 2017,road bicycle racing,cycling team season,Transporte Puertas de Cuyo,Marcelo Tejada
Asociación Civil Agrupación Virgen de Fátima 2017,road bicycle racing,cycling team season,Asociación Civil Agrupación Virgen de Fátima,Carlos Nicolas Gomez Arguello
