col0,col1,col2
The Piano Guys,St. George,Jon Schmidt
Insane Clown Posse,Michigan,Joseph Bruce
Puffy AmiYumi,Tokyo,Ami Onuki
Capone-N-Noreaga,New York City,Capone
Madcon,Oslo,Tshawe Baqwa
C+C Music Factory,New York City,David Cole
Wisin & Yandel,Cayey,Yandel
Stereo Total,Berlin,Angie Reed
Blog 27,Poland,Ala Boratyn
Boogie Down Productions,New York City,KRS-One
Gang Starr,Brooklyn,DJ Premier
Blaqk Audio,Oakland,Jade Puget
Indigo Girls,Atlanta,Emily Saliers
The Swell Season,Dublin,Glen Hansard
Sandy & Junior,Campinas,Sandy
Black Star,New York City,Mos Def
Sonny & Cher,New York City,Cher
Ha*Ash,Lake Charles,Ashley Grace
Robert & Johnny,New York City,Robert
Ana y Jaime,La gran bretaña,Ana Valencia Aristizábal
