col0,col1,col2
Enköping,16101,Archdiocese of Uppsala
Ekeby parish,375,Archdiocese of Uppsala
Eskilstuna församling,35466,Diocese of Strängnäs
Enhörna parish,2352,Diocese of Strängnäs
Ekeby parish,793,Diocese of Strängnäs
Edsbergs parish,1202,Diocese of Strängnäs
Dunker-Lilla Malma parish,2318,Diocese of Strängnäs
Engelbrekt,13502,Diocese of Stockholm
Ekerö parish,10454,Diocese of Stockholm
Eds parish,4137,Diocese of Stockholm
Falköping parish,7578,Diocese of Skara
Essunga,2414,Diocese of Skara
Eggby-Öglunda parish,594,Diocese of Skara
Ekeby parish,2818,Diocese of Lund
Edefors parish,1035,Diocese of Luleå
Eksjö parish',7824,Diocese of Linköping
Edshults parish,108,Diocese of Linköping
Ekshärads parish,2672,Diocese of Karlstad
Eda parish,3875,Diocese of Karlstad
Ed-Borgviks parish,1741,Diocese of Karlstad
