col0,col1,col2,col3
New York University School of Medicine,New York University,1841-01-01,New York City
Khyber Medical College,Khyber Medical University,1954-01-01,Peshawar
Mayo Medical School,Mayo Clinic,1972-01-01,Rochester
Joan C. Edwards School of Medicine,Marshall University,1977-01-01,Huntington
Hull York Medical School,National Health Service (England),2003-01-01,Kingston upon Hull
Louisiana State University Health Sciences Center Shreveport,Louisiana State University System,1965-01-01,Shreveport
Manipal College of Medical Sciences,Kathmandu University,1994-01-01,Pokhara
Gülhane Military Medical Academy,Turkish Armed Forces,1891-01-01,Ankara
Georgetown University School of Medicine,Georgetown University,1851-01-01,"Washington, D.C."
Chicago Medical School,Rosalind Franklin University of Medicine and Science,1912-01-01,North Chicago
Baylor College of Dentistry,Texas A&M University System,1905-01-01,Dallas
East Tennessee State University James H. Quillen College of Medicine,East Tennessee State University,1974-01-01,Tennessee
Cleveland Clinic Lerner College of Medicine,Cleveland Clinic,2002-01-01,Ohio
Feinberg School of Medicine,Northwestern University,1859-01-01,Illinois
