col0,col1,col2,col3
Special Tactical Unit,Bhubaneswar,2013-01-01,Special Operation Group
Indonesian Coast Guard,Jakarta,1972-01-01,"Coordinating Ministry for Political, Legal, and Security Affairs"
Indiana Department of Natural Resources Law Enforcement Division,Indianapolis,1897-01-01,Indiana Department of Natural Resources
Connecticut State Environmental Conservation Police,Hartford,1895-01-01,Connecticut Department of Energy and Environmental Protection
Barisal Metropolitan Police,Barisal,2009-01-01,Bangladesh Police
Polícia Judiciária,Lisbon,1893-01-01,Ministry of Justice
Serviço de Estrangeiros e Fronteiras,Lisbon,1974-01-01,Government of Portugal
City of St. Louis Sheriff's Department,Civil Courts Building,1876-01-01,St. Louis
Nevada Investigation Division,Carson City,1981-01-01,Nevada
Sashastra Seema Bal,New Delhi,1963-01-01,Central Armed Police Forces
Texas Ranger Division,Austin,1835-10-17,Texas Department of Public Safety
National Security Guard,New Delhi,1984-01-01,Ministry of Home Affairs
Norwegian Police Security Service,Oslo,1937-01-01,Ministry of Justice and Public Security of Norway
Siguranța,Bucharest,1921-01-01,Ministry of Internal Affairs
National Police Agency of Japan,Central Government Building No.2,1954-01-01,National Public Safety Commission
Alcohol and Tobacco Tax and Trade Bureau,"Washington, D.C.",2003-01-24,United States Department of the Treasury
New York City Police Department Auxiliary Police,New York City,1950-01-01,New York City Police Department
Federal Drug Control Service of Russia,Moscow,2003-03-11,President of Russia
Missouri Capitol Police,Jefferson City,1935-01-01,Missouri Department of Public Safety
Louisiana Department of Wildlife & Fisheries – Enforcement Division,Baton Rouge,1872-01-01,Louisiana Department of Wildlife and Fisheries
