col0,col1,col2
CAPACOA,1987-01-07,"Vanier, Ontario"
Vereinigung Deutscher Radsport-Verbände,1924-04-13,Kassel
Liberale Beweging voor Volksontwikkeling Oost-Vlaanderen,1974-01-01,Ghent
Federatie der Liberale Jeugd Gent-Eeklo,1945-01-01,Ghent
Liberale Beweging voor Volksontwikkeling West-Vlaanderen,1975-01-01,West Flanders
Federation of American Societies for Experimental Biology,1912-01-01,Bethesda
International Union for Physical and Engineering Sciences in Medicine,1980-01-01,Ottawa
European Association of Nuclear Medicine,1985-01-01,Vienna
Danish Outdoor Council,1942-01-01,Copenhagen Municipality
Federation of Pedagogical Renovation Movements of Catalonia,1986-01-01,Barcelona
New Territories Association of Societies,1985-01-01,Hong Kong
Verband der Bibliotheken des Landes Nordrhein-Westfalen,1947-01-01,North Rhine-Westphalia
Alevitische Gemeinde Deutschland,1989-01-01,Cologne
National Association of Statutory Health Insurance Physicians,1931-01-01,Berlin
European Confederation of Police,2002-01-01,Wormeldange
Nigeria Labour Congress,1978-01-01,Abuja
Austrian Women's Ring,1969-01-01,Vienna
Landsmannschaft Schlesien,1950-03-26,North Rhine-Westphalia
Terre des hommes,1959-01-01,Lausanne
Danish Order of Freemasons,1858-11-16,Copenhagen Municipality
