col0,col1,col2
South Australia Police,South Australia Police Headquarters,1838-01-01
Directorate General for Police,North Nicosia,1964-01-01
Lacombe Police Service,Lacombe,1900-01-01
National Police Agency (Republic of China),Zhongzheng District,1946-08-15
Polícia Civil do Estado de Mato Grosso,Cuiabá,1808-01-01
Polícia Civil do Estado de Sergipe,Aracaju,1808-01-01
Polícia Civil do Estado de Mato Grosso do Sul,Campo Grande,1808-01-01
Polícia Civil do Estado de Alagoas,Maceió,1808-01-01
Polícia Civil do Estado do Espírito Santo,Vitória,1808-01-01
Polícia Civil do Estado da Paraíba,João Pessoa,1808-01-01
Polícia Civil do Estado do Piauí,Teresina,1808-01-01
Polícia Civil do Estado do Rio Grande do Norte,Natal,1982-01-01
National Crime Squad,Pimlico,1998-04-01
Polícia Civil do Estado de Goiás,Goiânia,1808-01-01
Polícia Civil do Estado de Minas Gerais,Belo Horizonte,1808-01-01
Polícia Civil do Estado do Rio Grande do Sul,Porto Alegre,1841-01-01
Polícia Civil do Estado do Amazonas,Manaus,1808-01-01
Myanmar Police Force,Naypyidaw,1964-01-01
Polícia Civil do Estado da Bahia,Salvador,1808-01-01
New Zealand Police,Wellington,1842-01-01
