col0,col1,col2,col3
Diocese of Coventry,Province of Canterbury,Coventry Cathedral,Anglican diocese
Diocese of Chelmsford,Province of Canterbury,Chelmsford Cathedral,Anglican diocese
Diocese of Bristol,Province of Canterbury,Bristol Cathedral,Anglican diocese
Diocese of Blackburn,Province of York,Blackburn Cathedral,Anglican diocese
Diocese of York,Province of York,York Minster,Anglican diocese
Diocese of Portsmouth,Province of Canterbury,Portsmouth Cathedral,Anglican diocese
Anglican Diocese of Manchester,Province of York,Manchester Cathedral,Anglican diocese
Diocese of Southwark,Province of Canterbury,Southwark Cathedral,Anglican diocese
Diocese of Salisbury,Province of Canterbury,Salisbury Cathedral,Anglican diocese
Diocese in Europe,Province of Canterbury,Cathedral of the Holy Trinity,Anglican diocese
Diocese of Birmingham,Province of Canterbury,St Philip's Cathedral,Anglican diocese
Diocese of Lincoln,Province of Canterbury,Lincoln Cathedral,Anglican diocese
Diocese of Bradford,Province of York,Bradford Cathedral,Anglican diocese
