col0,col1,col2,col3
Galician Nationalist Bloc,1982-01-01,Santiago de Compostela,Ana Pontón
United People's Freedom Alliance,2004-01-01,Colombo,Maithripala Sirisena
Barisan Nasional,1973-01-01,Kuala Lumpur,Ahmad Zahid Hamidi
Kanak and Socialist National Liberation Front,1984-01-01,Noumea,Victor Tutugoro
United Torah Judaism,1992-01-01,Jerusalem,Yaakov Litzman
Democratic Unity Coalition,1987-01-01,Lisbon,Jerónimo de Sousa
Harmony Centre,2005-01-01,Riga,Nils Ušakovs
Geroa Bai,2011-09-29,Pamplona,Uxue Barkos
Unidad Popular,1969-10-09,Santiago,Clodomiro Almeyda
Compromís,2010-01-25,Valencia,Enric Morera i Català
