col0,col1,col2
Marchamalo City Council,mayor of Marchamalo,Spain
Terrassa City Council,mayor of Terrassa,Spain
Ullà Town Council,mayor of Ullà,Spain
Ullastret Town Council,mayor of Ullastret,Spain
Ultramort Town Council,mayor of Ultramort,Spain
Vall-llobrega Town Council,mayor of Vall-llobrega,Spain
Verges Town Council,mayor of Verges,Spain
Vilopriu Town Council,mayor of Vilopriu,Spain
Torrent Town Council,mayor of Torrent,Spain
La Tallada d'Empordà Town Council,mayor of La Tallada d'Empordà,Spain
Serra de Daró Town Council,mayor of Serra de Daró,Spain
