col0,col1,col2,col3,col4,col5
Alonei HaBashan,439,1981-01-01,960,Israeli-occupied territories,Golan Regional Council
"Ramot, Golan Heights",489,1970-01-01,-10,Israel,Golan Regional Council
Berekhya,1199,1950-01-01,44,Israel,Hof Ashkelon Regional Council
Arbel,732,1949-01-01,57,Israel,Lower Galilee Regional Council
Zeitan,1045,1950-01-01,43,Israel,Lod Valley Regional Council
Idan,360,1980-01-01,-179,Israel,Central Arava Regional Council
Beit Gamliel,953,1949-01-01,28,Israel,Hevel Yavne Regional Council
Bnei Darom,671,1949-01-01,38,Israel,Hevel Yavne Regional Council
Kfar Aviv,804,1951-01-01,43,Israel,Gederot Regional Council
Ya'ad,710,1975-01-01,253,Israel,Misgav Regional Council
Ein Ayala,1127,1949-01-01,18,Israel,Hof HaCarmel Regional Council
Bat Shlomo,608,1889-01-01,91,Israel,Hof HaCarmel Regional Council
Ranen,608,1950-01-01,107,Israel,Merhavim Regional Council
Tifrah,2156,1949-01-01,162,Israel,Merhavim Regional Council
