col0,col1,col2,col3,col4
Communauté de communes Pays Fort Sancerrois Val de Loire,19203,community of communes,Communauté de communes Cœur du Pays Fort,Sancerre
Communauté de communes Terres du Haut Berry,26487,community of communes,Communauté de communes des Hautes Terres en Haut Berry,Les Aix-d'Angillon
Communauté de communes Cœur de Berry,8576,community of communes,Communauté de communes des Vals de Cher et d'Arnon,Mehun-sur-Yèvre
Monts et Vallées Ouest Creuse,25822,community of communes,Communauté de communes de Bénévent-Grand-Bourg,La Souterraine
Communauté de communes Creuse Confluence,17242,community of communes,Communauté de communes du Pays de Boussac,Boussac
Communauté de communes Creuse Sud Ouest,14489,community of communes,Communauté de communes Bourganeuf et Royère-de-Vassivière,Masbaraud-Mérignat
"Communauté de communes Chénérailles, Auzances/Bellegarde et Haut Pays Marchois",14092,community of communes,Communauté de communes d'Auzances-Bellegarde,Auzances
Communauté de communes des Terres d'Auxois,16540,community of communes,Communauté de communes du Sinémurien,Semur-en-Auxois
Communauté de communes des Campagnes de l'Artois,34602,community of communes,Communauté de communes des Deux Sources,Avesnes-le-Comte
Communauté de communes Serein et Armance,24882,community of communes,Communauté de communes de Seignelay-Brienon,Saint-Florentin
Communauté de communes du Ternois,39172,community of communes,Communauté de communes de la Région de Frévent,Saint-Pol-sur-Ternoise
