col0,col1,col2,col3
Squadron 12,Finland,1939-11-30,Continuation War
No. 51 Squadron RAF,United Kingdom,1916-01-01,Falklands War
No. 94 Squadron,United Kingdom,1917-08-01,Cold War
No. 77 Squadron RAAF,Australia,1942-01-01,World War II
778 Naval Air Squadron,United Kingdom,1939-01-01,World War II
No. 45 Squadron RAF,United Kingdom,1916-01-01,World War II
No. 30 Squadron RAF,United Kingdom,1915-01-01,World War II
No. 87 Squadron RAF,United Kingdom,1917-01-01,World War II
No. 57 Squadron RAF,United Kingdom,1916-01-01,World War II
No. 55 Squadron,United Kingdom,1916-01-01,World War II
No. 99 Squadron RAF,United Kingdom,1917-01-01,World War II
No. 614 Squadron RAF,United Kingdom,1937-01-01,World War II
No. 609 Squadron RAF,United Kingdom,1936-01-01,World War II
No. 51 Squadron RAF,United Kingdom,1916-01-01,World War II
