col0,col1,col2
Politechnika Gdańska. Wydział Chemiczny,Gdańsk University of Technology,1945-01-01
Nordic Institute of Asian Studies,University of Copenhagen,1968-01-01
"Department of Arabic and Islamic Studies, Faculty of Oriental Studies, University of Warsaw",University of Warsaw,1964-01-01
Institute of International Relations at the University of Warsaw,University of Warsaw,1976-01-01
"Institute of Leather Engineering and Technology, University of Dhaka",University of Dhaka,1949-01-01
Vilnius University Faculty of Chemistry,Vilnius University,1784-01-01
Heinz College,Carnegie Mellon University,1968-01-01
Western College of Veterinary Medicine,University of Saskatchewan,1964-01-01
University of Washington Henry M. Jackson School of International Studies,University of Washington,1909-01-01
Vanderbilt University Graduate School,Vanderbilt University,1873-01-01
Vanderbilt University College of Arts and Science,Vanderbilt University,1873-01-01
"W. E. B. Du Bois Institute for African and African American Research, Harvard University",Harvard University,1969-01-01
Perth College UHI,University of the Highlands and Islands,1961-01-01
Orkney College,University of the Highlands and Islands,1995-01-01
Paul Mellon Centre for Studies in British Art,Yale University,1970-01-01
Peabody College,Vanderbilt University,1875-01-01
Central Drug Research Institute,Council of Scientific and Industrial Research,1951-01-01
École nationale supérieure d'arts de Paris-Cergy,University of Paris-Seine,1975-01-01
Conservatorio di Musica Giuseppe Tartini,"Ministry of Education, Universities and Research",1903-01-01
Beckman Institute for Advanced Science and Technology,University of Illinois at Urbana–Champaign,1983-01-01
