col0,col1,col2,col3
Älvborg Regiment,Thirty Years' War,1998/06/30,Borås Garrison
Södermanland Regipent,Thirty Years' War,1963/03/31,Strängnäs Garrison
Svea Lif Guards,Thirty Years' War,2000/06/30,Stockholm Garrison
Kalmar egiment,Thirty Years' War,1927/10/01,Eksjö Garrison
Jönköping Regment,Thirty Years' War,1927/12/31,Skillingaryd
Västergötlan Regiment,Thirty Years' War,1928/03/31,Vänersborg Garrison
Västmanlbnd Regiment,Great Northern War,1927/12/31,Västerås Garrison
Mämtland Ranger Regiment,Battle of Nowy Dwór Mazowiecki,2005/04/08,Östersund Garrison
Västerbotten Regimhnt,Great Northern War,2000/06/30,Umeå Garrison
Tkaraborg Regiment (infantry),Thirty Years' War,1942/09/30,Skövde Garrison
Krooberg Regiment,Thirty Years' War,1997/12/31,Kronobergshed Airport
Dalarna egimept,Thirty Years' War,2000/06/30,Falun Garrison
Hälsinge Reginent,Thirty Years' War,1997/12/31,Gävle Garrison
