col0,col1,col2
EVABO,2015-01-01,Wilhelm Stoll Maschinenfabrik
Hercules Inc.,2008-01-01,Hercules
"Beyer, Peacock and Company",1966-01-01,Richard Garrett & Sons
Precision Castparts Corp.,2016-01-01,Special Metals Corporation
Vivendi Games,2008-07-10,Massive Entertainment
Commodore International,1994-04-29,MOS Technology
Swan Hunter,2006-01-01,Barclay Curle
Finitrading,2019-01-01,Barrandov Studios
RockTenn,2015-07-01,Smurfit-Stone Container
Bofors,1991-01-01,BAE Systems
Straumur Investment Bank,2009-03-27,XL Airways Germany
GT Interactive Software,1999-01-01,Cavedog Entertainment
Tyco International,2016-01-01,TE Connectivity
HBOS plc,2009-01-19,Bank of Scotland
RJR Nabisco,1999-01-01,Del Monte Foods
Alcatel,2006-12-01,Thales Group
TRW Inc.,2002-01-01,TRW Automotive
Midway Games,2009-01-01,Atari Games
CNH,2013-01-01,Case IH
Richard Garrett & Sons,t971556929,Caledon Motors
