col0,col1,col2
Momentum Movement,2,3000
Socialism and Freedom Party,6,104163
Golongan Karya Party,91,23000000
Compromís,19,11534
Democratic Progressive Party,27,335643
Conservative Party of Norway,48,32927
Social Democrats,47,40060
Likud,30,125000
Social Democratic Party of Germany,153,445534
The Left,69,62298
Christian Social Union of Bavaria,5,141000
Christian Democratic Union,200,446859
Kuomintang,35,1090000
Democratic Party,45,80097731
Republican Party,53,68049840
Democratic Alliance for the Betterment and Progress of Hong Kong,5,36097
Democratic Party,6,788
Bharatiya Janata Party,117,110000000
Pirate Party UK,0,689
Liberal Party,1,363
