col0,col1,col2,col3,col4
Obwalden,Canton of Lucerne,canton of Switzerland,37841,1
Canton of Schwyz,Canton of Lucerne,canton of Switzerland,159165,2
Uri,Canton of Schwyz,canton of Switzerland,36433,1
Canton of Lucerne,Aargau,canton of Switzerland,409557,2
Appenzell Ausserrhoden,Appenzell Innerrhoden,canton of Switzerland,55234,1
Aargau,Canton of Lucerne,canton of Switzerland,678207,2
canton of Bern,canton of Valais,administrative territorial entity,1034977,2
Canton of Zug,canton of Zürich,canton of Switzerland,126837,2
Canton of Solothurn,canton of Bern,canton of Switzerland,273194,2
Glarus,Graubünden,canton of Switzerland,40403,2
canton of Bern,canton of Valais,canton of Switzerland,1034977,2
