col0,col1,col2,col3
Opera Ballet Vlaanderen,Antwerp,opera company,1996-08-01
Slovene National Theatre Opera and Ballet Company,Ljubljana,opera company,1918-01-01
Yacobson Ballet,Saint Petersburg,cultural heritage site in Russia,1966-01-01
Samsun State Opera and Ballet,Samsun,government organization,2008-01-01
İzmir State Opera and Ballet,İzmir,government organization,1982-01-01
Les Grands Ballets Canadiens,Montreal,dance troupe,1957-01-01
Yacobson Ballet,Saint Petersburg,building complex,1966-01-01
Opera Ballet Vlaanderen,Antwerp,ballet company,1996-08-01
Yacobson Ballet,Saint Petersburg,ballet company,1966-01-01
Slovene National Theatre Opera and Ballet Company,Ljubljana,ballet company,1918-01-01
