col0,col1,col2,col3
Karazhanbas oil field,Kazakhstan,Mangystau Region,CITIC Resources
Bu Hasa oil field,United Arab Emirates,Persian Gulf,Abu Dhabi Company for Onshore Oil Operations
Hnidintsivsky oil field,Ukraine,Chernihiv Oblast,Ukrnafta
Moftin oil field,Romania,Satu Mare County,Rompetrol
Tasbulat oil field,Kazakhstan,Mangystau Region,OMV Petrom
Turkmenoy oil field,Kazakhstan,Mangystau Region,OMV Petrom
Aktas oil field,Kazakhstan,Mangystau Region,OMV Petrom
Malu Mare oil field,Romania,Dolj County,OMV Petrom
Iaşi-Gorj oil field,Romania,Gorj County,OMV Petrom
Bobaia oil field,Romania,Gorj County,OMV Petrom
Slatina oil field,Romania,Olt County,OMV Petrom
Teiş oil field,Romania,Dâmbovița County,OMV Petrom
Moreni oil field,Romania,Dâmbovița County,OMV Petrom
Şiviţa oil field,Romania,Galați County,OMV Petrom
Băicoi Nord oil field,Romania,Prahova County,OMV Petrom
Băbeni oil field,Romania,Vâlcea County,OMV Petrom
Merișani-Drăganu oil field,Romania,Arges,OMV Petrom
Izvoru oil field,Romania,Arges,OMV Petrom
Hinţeşti oil field,Romania,Arges,OMV Petrom
Uzen oil field,Kazakhstan,Mangystau Region,KazMunayGas
