col0,col1,col2,col3,col4
The Trinity Church of England Primary Academy,primary school,Diocese of Salisbury,Church of England,Diocese of Salisbury
Staverton Church of England Voluntary Primary School,primary school,Diocese of Peterborough,Church of England,Diocese of Peterborough
St Andrew's Church of England Primary School,primary school,Diocese of Salisbury,Church of England,Diocese of Salisbury
Trinity Church of England Primary School,primary school,Diocese of Peterborough,Church of England,Diocese of Peterborough
St James' Church of England Primary School,primary school,Anglican Diocese of Liverpool,Church of England,Anglican Diocese of Liverpool
St Helen's Church of England Primary School,primary school,Anglican Diocese of Liverpool,Church of England,Anglican Diocese of Liverpool
St Paul's Church of England Primary School,primary school,Anglican Diocese of Liverpool,Church of England,Anglican Diocese of Liverpool
St Joseph's Catholic Primary School,primary school,Roman Catholic Diocese of Brentwood,Roman Catholic,Roman Catholic Diocese of Brentwood
The Oxford Academy,academy school,Diocese of Oxford,Church of England,Diocese of Oxford
St Mary's Catholic Primary School,academy school,Roman Catholic Diocese of Brentwood,Roman Catholic,Roman Catholic Diocese of Brentwood
All Saints Church of England Academy,academy school,Diocese of Coventry,Church of England,Diocese of Coventry
St Peter's CofE Primary School,academy school,Diocese of Lincoln,Church of England,Diocese of Lincoln
The Oxford Academy,secondary school,Diocese of Oxford,Church of England,Diocese of Oxford
St Mary's Catholic Primary School,primary school,Roman Catholic Diocese of Brentwood,Roman Catholic,Roman Catholic Diocese of Brentwood
All Saints Church of England Academy,primary school,Diocese of Coventry,Church of England,Diocese of Coventry
