col0,col1,col2,col3,col4
Brown University,Alpert Medical School,mixed-sex education,Ivy League,private university
Oregon State University,Oregon State University College of Engineering,mixed-sex education,Center for Research Libraries,land-grant university
Brown University,Brown University Graduate School,mixed-sex education,Association of Research Libraries,private not-for-profit educational institution
Cornell University,Cornell Law School,mixed-sex education,Ivy League,land-grant university
Brown University,Alpert Medical School,mixed-sex education,Coalition for Networked Information,Colonial Colleges
Yale University,"Raymond and Beverly Sackler Institute for Biological, Physical and Engineering Sciences, Yale University",mixed-sex education,International Alliance of Research Universities,private university
Cornell University,Cornell University College of Arts and Sciences,mixed-sex education,Scholarly Publishing and Academic Resources Coalition,research university
Dartmouth College,"Department of Biological Sciences, Dartmouth College",mixed-sex education,Ivy League,private not-for-profit educational institution
Cornell University,Cornell University College of Human Ecology,mixed-sex education,Scholarly Publishing and Academic Resources Coalition,private not-for-profit educational institution
Dartmouth College,"Department of Biological Sciences, Dartmouth College",mixed-sex education,Ivy League,private university
Cornell University,Weill Cornell Medicine,mixed-sex education,Scholarly Publishing and Academic Resources Coalition,sun grant institution
University of Pennsylvania,The Wharton School,mixed-sex education,Philadelphia Big 5,Colonial Colleges
Cornell University,Kavli Institute at Cornell for Nanoscale Science,mixed-sex education,Ivy League,land-grant university
