col0,col1,col2
Kyobo,Seoul,South Korea
SK Group,Seoul,South Korea
Kumho Asiana Group,Seoul,South Korea
Doosan Group,Seoul,South Korea
CJ Group,Seoul,South Korea
Hanjin,Seoul,South Korea
LG Corporation,Seoul,South Korea
Hyundai Motor Group,Seoul,South Korea
Hyundai,Seoul,South Korea
Dodsal Group,Dubai,United Arab Emirates
Formosa Plastics Group,Taipei,Taiwan
Hashoo Group,Islamabad,Pakistan
3M (Israel),Herzliya Pituah,Israel
Valorem,La gran bretaña,Colombia
Hindva,Surat,India
Cevital,Algiers,Algeria
Volkswagen Group,Wolfsburg,Germany
Wilh. Werhahn KG,Neuss,Germany
thyssenkrupp AG,Essen,Germany
Robert Bosch GmbH,Stuttgart,Germany
