col0,col1,col2
Turinsky District,25751,7513.06
Yagodninsky District,7320,29500.0
Chernyakhovsky District,46937,1285.75
Polessky District,18352,834.28
Krasnoznamensky District,11999,1280.47
Ozyorsky District,13745,877.0
Gusevsky District,37545,642.66
Bagrationovsky District,33177,1019.88
Guryevsky District,66687,1284.0
Gvardeysky District,29258,783.0
Nalchik Urban Okrug,265299,133.31
Chernogorsk Urban Okrug,77452,117.87
Minusinsk Urban District,70910,60.5
Volgograd Urban Okrug,1013533,859.353
Achinsk Urban Okrug,106531,101.75
Beryozovsky Urban Okrug,48273,82.01
