col0,col1,col2
Frasers Property Australia,Frasers Property,1924-01-01
AlienVault,AT&T Corporation,2007-01-01
Dell Inc.,Dell Technologies,1984-02-01
ProQuest,Cambridge Information Group,1938-01-01
Tetra Pak,Tetra Laval,1951-01-01
Atacadão,Carrefour Group,1960-01-01
Steinway & Sons,Steinway Musical Instruments,1853-03-05
Orange Armenia,Orange,2009-01-01
Heathrow Airport Holdings Limited,Ferrovial,1985-01-01
Krups,Groupe SEB,1846-01-01
Tommy Hilfiger Corporation,PVH,1985-01-01
Bell Labs,Alcatel-Lucent,1925-01-01
