col0,col1,col2,col3
2013 Omega Pharma-Quick Step season,Tony Martin,Omega Pharma-Quick Step 2012,Patrick Lefevere
Saxo-Tinkoff 2013,Matti Breschel,Saxo Bank-Tinkoff Bank 2012,Bjarne Riis
Sky 2013,Christian Knees,Sky 2012,Dave Brailsford
Sky 2014,Christian Knees,Sky 2013,Dave Brailsford
AG2R La Mondiale 2014,Samuel Dumoulin,AG2R La Mondiale 2013,Vincent Lavenu
Tinkoff-Saxo 2014,Alberto Contador,Saxo-Tinkoff 2013,Bjarne Riis
Europcar 2014,Björn Thurau,Europcar 2013,Jean-René Bernaudeau
Illes Balears-Caisse d'Épargne 2005,Daniel Becke,Illes Balears - Banesto 2004,José Miguel Echavarri García
Vacansoleil-DCM 2013,Juan Antonio Flecha,2012 Vacansoleil-DCM season,Daan Luijkx
Astana 2013,Andrey Kashechkin,Astana 2012,Alexander Vinokourov
