col0,col1,col2,col3,col4,col5
Pibwrlwyd Library,Carmarthen,further education library,Coleg Sir Gâr,14.9,Coleg Sir Gâr
Graig Library,Graig,further education library,Coleg Sir Gâr,7.5,Coleg Sir Gâr
Gelli Aur  Library,Gelli Aur country park,further education library,Coleg Sir Gâr,20.3,Coleg Sir Gâr
Ammanford Library,Ammanford,further education library,Coleg Sir Gâr,31.1,Coleg Sir Gâr
Gower College Llwyn Y Bryn Library,Swansea,further education library,Gower College Swansea,27.3,Gower College Swansea
Gower College Gorseinon Library,Swansea,further education library,Gower College Swansea,38.0,Gower College Swansea
Gower College Tycoch Library,Swansea,further education library,Gower College Swansea,86.79999999999998,Gower College Swansea
St David's Learner Support Centre,Cardiff,further education library,St David's Catholic College,33.6,St David's Catholic College
"Llysfasi Library, Coleg Cambria",Ruthin,further education library,Llysfasi College,119.8,Coleg Cambria
Berhsam Road Campus Library,Wrexham,further education library,Yale College,88.0,Coleg Cambria
