col0,col1,col2,col3
HeySong Beverage Museum,Zhongli,1996-01-01,HeySong Corporation
Museum of military uniform,Moscow,2017-01-01,Rossiĭskoe voenno-istoricheskoe obshchestvo
Ahmet Hamdi Tanpınar Literature Museum Library,Gülhane Park,2011-11-12,Ministry of Culture and Tourism
Indian Business Museum,Kozhikode,2013-01-01,Indian Institute of Management Kozhikode
YM Museum of Marine Exploration Kaohsiung,Cijin District,2007-01-01,Yang Ming Marine Transport Corporation
Moundville Archaeological Museum,Moundville,1939-01-01,University of Alabama
Russian Forest Museum,Moscow,1998-01-01,Federal Agency for Forestry
Museum of Paper Making and Printing,Piotrkowska Street,2005-01-01,Lodz University of Technology
Toruń Regional Museum,Toruń,1594-01-01,Toruń
New Taipei City Gold Museum,Ruifang District,2004-01-01,New Taipei City Government
