col0,col1,col2
University of Pittsburgh at Greensburg,baccalaureate colleges: arts and sciences focus,Pennsylvania
St. Mary's College of Maryland,baccalaureate colleges: arts and sciences focus,Maryland
Wright Institute,special focus four-year: other health professions schools,California
Mount St. Joseph University,master's colleges and universities: medium programs,Hamilton County
Bevill State Community College,associate's colleges: high career & technical-mixed traditional/nontraditional,Jasper
Avila University,master's colleges and universities: medium programs,Kansas City
Barnes–Jewish College of Nursing and Allied Health,special focus four-year: other health professions schools,St. Louis
Forest Institute,special focus four-year: other health professions schools,Missouri
Eastwick College and the HoHoKus Schools,special focus two-year colleges: health professions,New Jersey
Centenary College of New Jersey,master's colleges and universities: medium programs,New Jersey
Community College of Beaver County,associate's colleges: mixed transfer/career & technical-high traditional,Pennsylvania
Evangelical Seminary,special focus four-year: faith-related institutions,Pennsylvania
Clarks Summit University,special focus four-year: faith-related institutions,Pennsylvania
Harrisburg University of Science and Technology,master's colleges and universities: small programs,Pennsylvania
Cincinnati College of Mortuary Science,special focus four-year: other special focus institutions,Ohio
