col0,col1,col2,col3,col4,col5
Polish women's national road cycling team 2001,2001-12-31,Polish women's national road cycling team 2002,Polish women's national road cycling team 2000,2001-01-01,Polish women's national road cycling team
Polish women's national road cycling team 2000,2000-12-31,Polish women's national road cycling team 2001,Polish women's national road cycling team 1999,2000-01-01,Polish women's national road cycling team
Polish women's national road cycling team 1999,1999-12-31,Polish women's national road cycling team 2000,Polish women's national road cycling team 1998,1999-01-01,Polish women's national road cycling team
Polish women's national road cycling team 1998,1998-12-31,Polish women's national road cycling team 1999,Polish women's national road cycling team 1997,1998-01-01,Polish women's national road cycling team
Polish women's national road cycling team 1997,1997-12-31,Polish women's national road cycling team 1998,Polish women's national road cycling team 1996,1997-01-01,Polish women's national road cycling team
Polish women's national road cycling team 1996,1996-12-31,Polish women's national road cycling team 1997,Polish women's national road cycling team 1995,1996-01-01,Polish women's national road cycling team
Polish women's national road cycling team 1995,1995-12-31,Polish women's national road cycling team 1996,Polish women's national road cycling team 1994,1995-01-01,Polish women's national road cycling team
Polish women's national road cycling team 1994,1994-12-31,Polish women's national road cycling team 1995,Polish women's national road cycling team 1993,1994-01-01,Polish women's national road cycling team
Polish women's national road cycling team 1993,1993-12-31,Polish women's national road cycling team 1994,Polish women's national road cycling team 1992,1993-01-01,Polish women's national road cycling team
Polish women's national road cycling team 1992,1992-12-31,Polish women's national road cycling team 1993,Polish women's national road cycling team 1991,1992-01-01,Polish women's national road cycling team
Italian women's national road cycling team 2014,2014-12-31,Italian women's national road cycling team 2015,Italian women's national road cycling team 2013,2014-01-01,Italian women's national road cycling team
Italian women's national road cycling team 2012,2012-12-31,Italian women's national road cycling team 2013,Italian women's national road cycling team 2011,2012-01-01,Italian women's national road cycling team
Italian women's national road cycling team 2011,2011-12-31,Italian women's national road cycling team 2012,Italian women's national road cycling team 2010,2011-01-01,Italian women's national road cycling team
Italian women's national road cycling team 2010,2010-12-31,Italian women's national road cycling team 2011,Italian women's national road cycling team 2009,2010-01-01,Italian women's national road cycling team
Italian women's national road cycling team 2006,2006-12-31,Italian women's national road cycling team 2007,Italian women's national road cycling team 2005,2006-01-01,Italian women's national road cycling team
Italian women's national road cycling team 2004,2004-12-31,Italian women's national road cycling team 2005,Italian women's national road cycling team 2003,2004-01-01,Italian women's national road cycling team
Italian women's national road cycling team 2003,2003-12-31,Italian women's national road cycling team 2004,Italian women's national road cycling team 2002,2003-01-01,Italian women's national road cycling team
Italian women's national road cycling team 2002,2002-12-31,Italian women's national road cycling team 2003,Italian women's national road cycling team 2001,2002-01-01,Italian women's national road cycling team
Italian women's national road cycling team 2001,2001-12-31,Italian women's national road cycling team 2002,Italian women's national road cycling team 2000,2001-01-01,Italian women's national road cycling team
Italian women's national road cycling team 2000,2000-12-31,Italian women's national road cycling team 2001,Italian women's national road cycling team 1999,2000-01-01,Italian women's national road cycling team
Italian women's national road cycling team 1999,1999-12-31,Italian women's national road cycling team 2000,Italian women's national road cycling team 1998,1999-01-01,Italian women's national road cycling team
Italian women's national road cycling team 1998,1998-12-31,Italian women's national road cycling team 1999,Italian women's national road cycling team 1997,1998-01-01,Italian women's national road cycling team
Italian women's national road cycling team 1997,1997-12-31,Italian women's national road cycling team 1998,Italian women's national road cycling team 1996,1997-01-01,Italian women's national road cycling team
