col0,col1,col2,col3,col4
HMS Peony,Harland and Wolff,Belfast,United Kingdom,Royal Navy
HMS Hyacinth,Harland and Wolff,Belfast,United Kingdom,Royal Navy
HMS Mallow,Harland and Wolff,Belfast,United Kingdom,Royal Navy
HMS Abelia,Harland and Wolff,Belfast,Norway,Royal Navy
SMS Moltke,Kaiserliche Werft Danzig,Gdańsk,German Reich,Imperial German Navy
HMS Buttercup,Harland and Wolff,Belfast,United Kingdom,Royal Navy
HMS Calendula (K28),Harland and Wolff,Belfast,United Kingdom,United States Navy
HMS Gentian,Harland and Wolff,Belfast,United Kingdom,Royal Navy
HMS Bergamot,Harland and Wolff,Belfast,United Kingdom,Royal Navy
HMS Anchusa,Harland and Wolff,Belfast,United Kingdom,Royal Navy
HMS Vervain,Harland and Wolff,Belfast,Ireland,Royal Navy
HMS Heartsease,Harland and Wolff,Belfast,United Kingdom,United States Navy
