col0,col1,col2,col3
Nacka District Court,Svea Court of Appeal,Nacka,1971-01-01
Norrtälje District Court,Svea Court of Appeal,Norrtälje,1971-01-01
Eksjö District Court,Göta Court of Appeal,Eksjö,1971-01-01
Lycksele District Court,Court of Appeal for Northern Norrland,Lycksele,1971-01-01
Mora District Court,Svea Court of Appeal,Mora,1971-01-01
Hässleholm District Court,Scania and Blekinge Court of Appeal,Hässleholm,1971-01-01
Ljungby district court,Göta Court of Appeal,Ljungby,1971-01-01
Hudiksvall District Court,Court of Appeal for Southern Norrland,Hudiksvall,1971-01-01
Haparanda District Court,Court of Appeal for Northern Norrland,Haparanda,1971-01-01
Attunda District Court,Svea Court of Appeal,Sollentuna Municipality,1971-01-01
Gotland District Court,Svea Court of Appeal,Visby,1971-01-01
Alingsås tingsrätt,Court of Appeal for Western Sweden,Alingsås,1971-01-01
Nyköping District Court,Svea Court of Appeal,Nyköping,1971-01-01
Skellefteå District Court,Court of Appeal for Northern Norrland,Skellefteå,1971-01-01
Falun District Court,Svea Court of Appeal,Falun,1971-01-01
Eskilstuna District Court,Svea Court of Appeal,Eskilstuna,1971-01-01
Sundsvall District Court,Court of Appeal for Southern Norrland,Sundsvall,1971-01-01
Kalmar District Court,Göta Court of Appeal,Kalmar,1971-01-01
Luleå District Court,Court of Appeal for Northern Norrland,Luleå,1971-01-01
Borås tingsrätt,Court of Appeal for Western Sweden,Borås,1971-01-01
