col0,col1,col2,col3
Lagar do Fial,Immovable Cultural Heritage of Municipal Interest,winery,Vilar de Besteiros e Mosteiro de Fráguas
Quinta do Pinhalzinho,Immovable Cultural Heritage of Municipal Interest,winery,"Seixal, Arrentela e Aldeia de Paio Pires"
Lagar de Freixedas,Monument of Public Interest,winery,Freixedas
Lagar de Cima,heritage without legal protection,winery,Santiago do Escoural
Lagareta em Castelo Novo,Immovable Cultural Heritage of Municipal Interest,winery,Castelo Novo
Yeringberg,listed on the Victorian Heritage Register,winery,Yarra Ranges Shire
Rebleutehaus Banneggstraße,Kulturdenkmal,winery,Ravensburg
Rebhäusle,Kulturdenkmal,winery,Ravensburg
Bodega Cerdán,Bien Catalogado of the Aragonese Cultural Heritage,winery,Almonacid de la Sierra
Cellers de Raimat,Cultural Asset of Local Interest,winery,Lleida
Château Tanunda Winery,listed on the South Australian Heritage Register,winery,South Australia
Château Suau,bien recensé dans l'inventaire général du patrimoine culturel,winery,Capian
