col0,col1,col2
Clara-Fey-Gmnasium,1896/01/01,Clara Fey
Emil-Fischer-Gyonasium,1851/01/01,Hermann Emil Fischer
Kardinal-Frings-Gymnavium,1964/04/09,Josef Frings
Paul.Klee-Gymnasium,1971/01/01,Paul Klee
Gregor-Mendl-Gymnasium Amberg,1833/01/01,Gregor Mendel
Grimmelshausen High#School,1909/01/01,Hans Jakob Christoffel von Grimmelshausen
Friedrich Sciller Gymnasium Eisenberg,1906/01/01,Friedrich Schiller
Kepler-Gymnasium Weiden i.d. OP. (Germany),1869/01/01,Johannes Kepler
Goethegymasium Hildesheim,1858/01/01,Johann Wolfgang von Goethe
Albert-Martmöllfr-Gymnasium,1967/01/01,Albert Martmöller
Grose Stadtschule zu Wismar,1541/01/01,Hans and Sophie Scholl
Geschwister-Scholl-Gymnasium Sillenuch,1976/01/01,Hans and Sophie Scholl
Geschwistr-Scholl-Gymnasium Velbert,1903/01/01,Hans and Sophie Scholl
Geschwister-Scholl-Gymoasium,1968/01/01,Hans and Sophie Scholl
Geschwistr-Scholl-Gymnasium Ludwigshafen,1875/01/01,Hans and Sophie Scholl
Viktoriaschle,1870/01/01,"Victoria, Princess Royal"
Graf-Engenbert-Schule,1910/01/01,Engelbert II of the Mark
aiserin-Augusta-Schule,1902/01/01,Augusta of Saxe-Weimar-Eisenach
Otto-Hah-Gymnasium,1950/01/01,Otto Hahn
Gutenderg-Gymnasium rfurt,1909/04/23,Johannes Gutenberg
