col0,col1,col2,col3,col4
Laboratoire d'informatique pour la mécanique et les sciences de l'ingénieur,University of Paris-Sud,1962-01-01,France,Orsay
Laboratoire des Sciences des Procédés et des Matériaux,National Center for Scientific Research,2011-01-01,France,Villetaneuse
Cermav,Grenoble Alpes University,1966-01-01,France,Saint-Martin-d'Hères
Institut des Neurosciences Paris Saclay,National Center for Scientific Research,2015-01-01,France,Gif-sur-Yvette
Institut de Chimie des Substances Naturelles,National Center for Scientific Research,1959-01-01,France,Gif-sur-Yvette
Paul Pascal Research Center,Bordeaux Segalen University,1963-01-01,France,Pessac
Institut de Chimie de la Matière Condensée de Bordeaux,Bordeaux Segalen University,1995-01-01,France,Pessac
"Laboratoire d'Énergétique Moléculaire et Macroscopique, Combustion",CentraleSupélec,1970-01-01,France,Châtenay-Malabry
Institut d'histoire du temps présent,Institute of Human and Social Sciences,1978-01-01,France,17th arrondissement of Paris
Grand Accélérateur National d'Ions Lourds,National Center for Scientific Research,2010-01-01,France,Caen
Laboratoire de Chimie de Coordination,Toulouse III University - Paul-Sabatier,1974-01-01,France,Toulouse
Laboratory for Analysis and Architecture of Systems,University of Toulouse (1896-1969),1968-01-01,France,Toulouse
Centre d'Elaboration de Materiaux et d'Etudes Structurales,National Center for Scientific Research,1958-01-01,France,Toulouse
Immunopathologie et Chimie Thérapeutique,University of Strasbourg,2013-01-01,France,Strasbourg
Institut de Biologie Moléculaire des Plantes,University of Strasbourg,1987-01-01,France,Strasbourg
Institute of Cellular and Integrative Neurosciences,University of Strasbourg,2009-01-01,France,Strasbourg
Institut Charles Sadron,University of Strasbourg,1954-01-01,France,Strasbourg
Institut de Combustion Aérothermique Réactivité et Environnement,University of Orléans,2006-01-01,France,Orléans
