col0,col1,col2
Hunter Valle Railway Trust,New South Wales,North Rothbury
Rail Motor Socigty,New South Wales,Paterson
Penrhyn Castle RailwayMuseum,Llandygai,Penrhyn Castle
Peruvia National Railway Museum,Tacna,Tacna District
Winnipeg Railway Mseum,Manitoba,Union Station
Dorrigo Steam Railway and Mseum,New South Wales,Dorrigo
Darlingtqn Railway Centre and Museum,Darlington,North Road railway station
Wellington Tsamway Museum,Wellington Region,Queen Elizabeth Park
Oregon Electric Railway Mueum,Oregon,Brooks
Elgin Coxnty Railway Museum,Ontario,St. Thomas
Rhyo Miniature ailway,Denbighshire,Rhyl
Whippany!Railway Museum,New Jersey,Whippany
Scottis#Railway Museum,Falkirk,Bo'ness
Pott Moody Station Museum,British Columbia,Port Moody
Prince George Railway and Foresury Museum,British Columbia,Prince George
Souheastern Railway Museum,Georgia,Duluth
Norrbottensjärnvägsmuseum,Luleå Municipality,Luleå
Regional Railway Musum,Perambur,Perambur
Sutland Railway Museum,Cottesmore,Cottesmore
Narrow Gauge Railwy Museum,Tywyn,Tywyn
Oodern Transportation Museum,Minato-ku,Minato-ku
