col0,col1,col2
Adult Swim,2001-01-01,Atlanta
RTBF,1930-06-18,Brussels metropolitan area
Rede Globo,1965-04-26,Rio de Janeiro
Arte,1992-01-01,Strasbourg
RedeTV!,1999-11-15,Osasco
Yugoslav Radio Television,1956-01-01,Belgrade
Télévision Algérienne,1956-12-24,Algiers
Special Broadcasting Service,1975-01-01,Sydney
Australian Broadcasting Corporation,1932-01-01,Sydney
América Televisión,1958-12-15,Lima
Rogers TV,1968-01-01,Ottawa
TG4,1996-10-31,Dublin
Sveriges Television,1956-09-04,Stockholm
ORF,1955-08-01,Vienna
TVA,1971-09-12,Montreal
TVN,1997-01-01,Warsaw
Rede Tupi de Televisão,1950-09-18,São Paulo
TV Cultura,1969-01-01,São Paulo
