col0,col1,col2
Chaldean Catholic Eparchy of Aleppo,20102361,185180.0
Ethiopian Catholic Eparchy of Segheneity,306636,29499.0
Ukrainian Catholic Eparchy of Edmonton,3632483,661848.0
Ukrainian Catholic Eparchy of Santa María del Patrocinio en Buenos Aires,43886748,2780951.0
Eparchy of Piana degli Albanesi,30000,420.0
Syro-Malankara Catholic Eparchy of Pathanamthitta,1280000,2642.0
Eparchy of Lungro,33000,493.0
Diocese of Mavelikara,3260000,4048.0
Syro-Malabar Catholic Eparchy of Chanda,3659415,32.233
Syro-Malankara Catholic Eparchy of Muvattupuzha,16588000,29151.0
Armenian Catholic Eparchy of Our Lady of Nareg in New York,342260000,19613761.0
