col0,col1,col2,col3
Novo Nordisk 2015,2015-01-01,Novo Nordisk,Novo Nordisk 2016
Murias Taldea 2015,2015-01-01,Murias Taldea,Euskadi Basque Country-Murias 2016
Stölting 2015,2015-01-01,Stölting,Stölting Service Group 2016
Tinkoff-Saxo 2015,2015-01-01,Tinkoff-Saxo,Tinkoff 2016
Saxo-Tinkoff 2013,2013-01-01,Saxo-Tinkoff,Tinkoff-Saxo 2014
Home-Jack & Jones 1998,1998-01-01,Home-Jack & Jones,Home-Jack & Jones 1999
RadioShack-Nissan 2012,2012-01-01,RadioShack-Nissan,RadioShack-Leopard 2013
Saxo Bank-Tinkoff Bank 2012,2012-01-01,Saxo Bank,Saxo-Tinkoff 2013
Cofidis 2012,2012-01-01,"Cofidis, le Crédit en Ligne",Cofidis 2013
Argos-Shimano 2012,2012-01-01,Argos-Shimano,Argos-Shimano 2013
CSC 2007,2007-01-01,CSC,CSC Saxo Bank 2008
CSC-Tiscali 2002,2002-01-01,CSC-Tiscali,CSC 2003
Quick Step 2008,2008-01-01,Quick Step,Quick Step in 2009
CSC 2005,2005-01-01,CSC,CSC 2006
CSC 2004,2004-01-01,CSC,CSC 2005
ISD Continental 2015,2015-01-01,ISD Continental,ISD-Jorbi Continental 2016
Almeborg-Bornholm 2015,2015-01-01,Almeborg-Bornholm,Almeborg-Bornholm 2016
Heizomat 2015,2015-01-01,Heizomat,Heizomat 2016
Rad-net Rose 2015,2015-01-01,Rad-net Rose,Rad-net Rose 2016
Riwal Platform 2015,2015-01-01,Riwal Platform,Riwal Platform 2016
