col0,col1,col2,col3
Pontypool RFC,red,rugby union,Welsh Championship
Crociati Parma Rugby FC,yellow,rugby union,Serie B
Leeds Carnegie RFC,yellow,rugby union,RFU Championship
US Dax,red,rugby union,Fédérale 1
Lazio Roma Rugby,white,rugby union,National Championship of Excellence
Harlequin F.C.,garnet,rugby union,English Premiership
Northampton Saints,gold,rugby union,English Premiership
Harlequin F.C.,gray,rugby union,English Premiership
Northampton Saints,black,rugby union,English Premiership
Wasps RFC,black,rugby union,English Premiership
Leicester Tigers,red,rugby union,English Premiership
Northampton Saints,green,rugby union,English Premiership
