col0,col1,col2
Germany national rugby union team,rugby union,Germany
Russia national rugby union team,rugby union,Russia
Brazil national rugby union team,rugby union,Brazil
China national rugby union team,rugby union,People's Republic of China
Hong Kong national rugby union team,rugby union,People's Republic of China
Bermuda national rugby union team,rugby union,United Kingdom
Scotland national rugby union team,rugby union,United Kingdom
Wales national rugby union team,rugby union,United Kingdom
England national rugby union team,rugby union,United Kingdom
Wallis and Futuna national rugby union team,rugby union,France
France national rugby union team,rugby union,France
Kenya national rugby union team,rugby union,Kenya
Uruguay national rugby union team,rugby union,Uruguay
Netherlands national rugby union team,rugby union,Netherlands
Portugal national rugby union team,rugby union,Portugal
Austria national rugby union team,rugby union,Austria
Switzerland national rugby union team,rugby union,Switzerland
Italy national rugby union team,rugby union,Italy
Denmark national rugby union team,rugby union,Denmark
Sweden national rugby union team,rugby union,Sweden
