col0,col1,col2,col3,col4
"Recommendations for the study of control measures for overspray generated during bed liner application, report no. CT-294-05a",2003-04-01,"4,4'-methylenediphenyldiisocyanate",William A. Heitbrink,National Institute for Occupational Safety and Health
In-depth survey report: case study: particle emissions from the processes of machining nanocomposites,2013-09-01,carbon,William A. Heitbrink,National Institute for Occupational Safety and Health
Fire fighter/driver operator suffers sudden cardiac death after responding to a residential burning odor call - Illinois,2013-05-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Fire fighter trainee suffers sudden cardiac death during maze training - Arkansas,2011-06-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Captain dies after extremely heavy physical exertion at building fire from complications of mitral valve surgery - Kansas,2010-06-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Deputy fire chief suffers sudden cardiac arrest about one hour after conducting a fire prevention inspection - California,2010-03-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Lieutenant suffers fatal heart attack during a fire in a commercial structure - New York,2012-12-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Volunteer fire captain suffers sudden cardiac death while responding to a call - New York,2014-03-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Captain suffers fatal heart attack while participating in fire department physical fitness program - Mississippi,2010-05-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Pump operator/engineer suffers heart attack on duty and later dies - Texas,2015-07-14,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
"Health Hazard Evaluation Report, HETA-99-0196-2860, Future Aviation, Inc.,  Naples, Florida",2001-09-01,"4,4'-methylenediphenyldiisocyanate",Max J. Kiefer,National Institute for Occupational Safety and Health
"Control technology and exposure assessment for electronic recycling operations United States Penitentiary, Lewisburg, Pennsylvania",2009-01-01,beryllium,Alan S. Echt,National Institute for Occupational Safety and Health
Bathtub refinishing technician died from inhalation of paint stripper vapors,2012-09-11,methanol,University of Iowa College of Public Health,National Institute for Occupational Safety and Health
"Health Hazard Evaluation Report HETA 97-0154-2693, Siemens Energy and Automation, Inc., Distribution Products Division, Urbana, Ohio",1998-06-01,styrene,Douglas B. Trout,National Institute for Occupational Safety and Health
"HHE Report No. MHETA-86-191-1836, West Virginia, Department of Highways, Charleston, West Virginia",1987-02-01,dibutyl phthalate,Greg J. Kullman,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-83-222-1631, Metz Metallurgical, South Plainfield, New Jersey",1985-11-01,silver,Kenneth D. Rosenman,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-85-003-1834, B. F. Goodrich, Woodburn, Indiana",1987-09-01,benzene,Steven A. Lee,National Institute for Occupational Safety and Health
"HHE Report No. HETA-80-009-1383, Inland Steel Corporation, East Chicago, Indiana",1984-06-01,benzene,Mitchell Singal,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-85-423-1904, General Electric Company, Evendale, Ohio",1988-06-01,chromium,Mitchell Singal,National Institute for Occupational Safety and Health
"HHE Report No. HETA-84-379-495-1687, Metal Container Corporation, Columbus, Ohio",1986-04-01,formaldehyde,Raymond L. Ruhe,National Institute for Occupational Safety and Health
