col0,col1,col2
Zucchelli Station,seasonal Antarctic facility,Mario Zucchelli
Comandante Ferraz Antarctic Station,year-round Antarctic facility,Luís Antônio de Carvalho Ferraz
Ruperto Elichiribehety Station,seasonal Antarctic facility,Ruperto Elichiribehety
Vostok Station,year-round Antarctic facility,Vostok
McMurdo Station,year-round Antarctic facility,McMurdo Sound
Henryk Arctowski Station,year-round Antarctic facility,Henryk Arctowski
Rothera Research Station,year-round Antarctic facility,Rothera Point
Princess Elisabeth Antarctica,seasonal Antarctic facility,"Princess Elisabeth, Duchess of Brabant"
Captain Arturo Prat Base,year-round Antarctic facility,Arturo Prat
Maldonado Base,seasonal Antarctic facility,Pedro Vicente Maldonado
Jang Bogo Station,year-round Antarctic facility,Jang Bogo
Casey Station,year-round Antarctic facility,"Richard Casey, Baron Casey"
Vernadsky Research Base,year-round Antarctic facility,Vladimir Ivanovich Vernadsky
Dumont d'Urville Station,year-round Antarctic facility,Jules Dumont d'Urville
Bellingshausen Station,year-round Antarctic facility,Fabian Gottlieb von Bellingshausen
Neumayer-Station III,year-round Antarctic facility,Georg von Neumayer
Halley Research Station,year-round Antarctic facility,Edmund Halley
Mendel Polar Station,seasonal Antarctic facility,Gregor Mendel
2pac el negro,seasonal Antarctic facility,Juan Carlos I
Great Wall Station,year-round Antarctic facility,Great Wall of China
