col0,col1,col2,col3,col4
PNC Financial Services,52906,financial services,New York Stock Exchange,One PNC Plaza
JPMorgan Chase,256100,financial services,New York Stock Exchange,270 Park Avenue
Credit Agricole Group,150000,financial services,Euronext,Montrouge
Goldman Sachs,34000,financial services,New York Stock Exchange,200 West Street
SunTrust Banks,22626,financial services,New York Stock Exchange,Atlanta
Bank of America,204000,bank,New York Stock Exchange,Charlotte
HSBC Holdings,228000,insurance,New York Stock Exchange,Hong Kong
Bank of Brazil,111628,financial services,B3,Brasília
Sberbank of Russia,325000,Finance,Moscow Exchange,Moscow
Scotiabank,89000,bank,New York Stock Exchange,Toronto
General Electric,295000,mechanical engineering,New York Stock Exchange,Boston
Lazard,2523,Finance,New York Stock Exchange,London
Zurich Insurance Group,53146,insurance,SIX Swiss Exchange,Zürich
Citigroup,219000,financial services,New York Stock Exchange,New York City
Bancolombia,29731,financial services,New York Stock Exchange,Medellín
Bank of Cyprus,4156,financial services,Athens Stock Exchange,Nicosia
Macquarie Group,14372,financial services,Australian Securities Exchange,Sydney
State Bank of India,209567,financial services,Bombay Stock Exchange,Mumbai
Bank of Montreal,46778,financial services,New York Stock Exchange,Montreal
Lloyds Banking Group,75306,financial services,New York Stock Exchange,London
